"id","title","tagline","category","subcategory","problem","solution","target_audience","business_model","pricing","leap_l","leap_e","leap_a","leap_p","leap_total","platform","tam","pain_points","mvp_features","monetization","phase","status","created_date"
"DIR-161","Trail Conditions Live","Real-time hiking trail conditions from people who were just there - not 6-month-old reviews","Lifestyle","Outdoor Recreation","Hikers waste countless trips to trails with conditions that don't match expectations. AllTrails and similar apps show static difficulty ratings and months-old reviews that don't reflect current reality: muddy trails after rain, snow lingering on north-facing slopes, washed-out bridges, downed trees blocking paths, or overgrown summer vegetation. A trail rated 'moderate' in May can be treacherous in April with snow and ice. The 57 million American hikers collectively spend 900 million hours on trails annually, but checking conditions requires scouring multiple Facebook groups, calling ranger stations that often don't answer, or just showing up and hoping. Families, seniors, and novice hikers face the biggest risks from condition surprises.","A trail conditions directory with real-time reports from hikers who completed trails within the last 48-72 hours. Unlike review platforms focused on permanent features, this tracks changing conditions: water levels, mud, snow, trail damage, wildlife activity, parking availability, and crowd levels. Reports are timestamped and weather-correlated. Users can subscribe to specific trail alerts before planned hikes. The platform aggregates data from multiple sources: user reports, local hiking groups, ranger stations, and weather-adjusted predictions. Each trail shows condition history graphs revealing seasonal patterns. Verification rewards accurate reporters and flags consistently unreliable contributors. Emergency closure integration pulls from official sources to warn of fires, floods, or wildlife activity.","Day hikers; families with children; senior hikers; trail runners; weekend warriors; tourists planning outdoor activities; hikers with accessibility considerations","Freemium + Premium Features","Free basic access / $4.99/mo premium (alerts, offline maps, extended history) / $29.99/year","85","80","90","85","340","Web/Mobile","$2B","trail conditions today | is hiking trail muddy | snow on trail | trail washed out | current trail conditions near me","Trail database, user condition reports, timestamp and weather correlation, condition alerts, verification system","Premium subscriptions, gear affiliates, outdoor brand sponsorships, tourism board partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-162","Fishing Spot Reports","Find fishing spots with current catches - what's biting where right now","Lifestyle","Outdoor Recreation","The 55 million American anglers collectively generate $50 billion in annual economic activity, yet finding productive fishing spots requires either decades of local knowledge or expensive guides. Online fishing reports are often outdated, vague, or paywalled. Forums are scattered by state and waterbody with no unified search. Tackle shop advice varies wildly in quality. New anglers have no way to discover local spots or know what species are active. Even experienced anglers waste trips targeting species that aren't biting or using techniques that worked last month but not today. The gap between online fishing content (entertainment) and actionable local intelligence (utility) costs anglers hundreds of hours of unproductive fishing annually.","A crowdsourced fishing report directory with recent catch data, spot difficulty levels, and tackle recommendations organized by waterbody. Anglers report catches (species, size, technique, time) that aggregate into real-time intelligence about what's working where. Filter by target species, fishing type (fly, conventional, ice), bank vs boat access, family-friendliness, and pressure levels. Each spot shows historical data revealing seasonal patterns: when bass spawn here, when trout are stocked, when the fall salmon run peaks. The platform balances crowdsourcing with spot protection - precise coordinates are blurred for sensitive waters, and users can contribute to general areas without burning their secret holes. Integrations pull water levels, temperatures, and stocking reports from official sources.","Recreational anglers; new anglers learning local waters; anglers visiting new areas; tournament fishermen researching; families seeking kid-friendly fishing","Freemium + Premium","Free basic reports / $7.99/mo premium (detailed spots, unlimited reports, advanced filtering) / $59.99/year","80","75","85","80","320","Web/Mobile","$3B","fishing spots near me | what's biting today | where to fish for bass | fishing report current | stocked trout lakes near me","Waterbody database, catch reporting, species filtering, access information, recent activity feed","Premium subscriptions, tackle affiliates, guide partnerships, fishing license integration","Phase 1","RECOMMENDED","2026-02-15"
"DIR-163","Campsite Real Reviews","Find campsites with honest reviews about noise, neighbors, and what they don't show online","Lifestyle","Outdoor Recreation","Campsite booking is a gamble where official descriptions and photos hide crucial information campers need. The $8 billion campground industry uses marketing that shows best-case scenarios while hiding the realities: which sites are next to loud generators, which flood when it rains, which have train tracks audible all night, and which 'waterfront' sites are actually 500 feet from water through dense brush. Recreation.gov and ReserveAmerica show photos from camp hosts, not campers. Reviews on these platforms are sparse and lack specificity. A family seeking a quiet nature experience might book next to a party site. An RV camper might discover their 'pull-through' site requires a 15-point turn. The result: 40% of campers report disappointment with at least one campsite per year.","A campsite-specific review directory where campers share the truth about individual sites within campgrounds - not just the campground overall. Reviews cover specific site numbers with photos from actual campers, noise ratings, privacy from neighbors, levelness for RVs, shade coverage, proximity to amenities and water, and cell signal strength. Filter by camping style (tent, RV, hammock), desired features (quiet, waterfront, shade, electric), and avoidances (party areas, road noise, high traffic). Historical data reveals seasonal patterns: which sites are mosquito-free in summer, which are muddy in spring, which get sun for solar panels. Group campers can see which sites are near each other. The platform aggregates campground-level reviews while enabling the site-specific detail campers actually need.","Tent campers; RV and van life travelers; families with young children; car campers; glampers; backcountry campers needing trailhead sites","Freemium + Premium","Free basic search / $5.99/mo premium (full reviews, alerts, offline access) / $39.99/year","85","80","90","85","340","Web/Mobile","$8B","best campsites at campground | quiet campsite | campsite reviews by site number | which campsite is best | RV camping site reviews","Site-specific reviews, photo upload, filtering by amenities and style, campground maps with site ratings, offline access","Premium subscriptions, camping gear affiliates, campground partnerships, outdoor brand sponsorships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-164","Paddle Launch Finder","Find kayak and canoe launch spots with real access info - parking, conditions, and paddle routes","Lifestyle","Outdoor Recreation","Kayakers and canoeists struggle to find launch points with reliable access information. Unlike developed boat ramps, paddle launches are often informal - roadside pull-offs, park corners, and fishing access points that aren't marked on maps. The 22 million paddlers in the US rely on word of mouth, outdated guidebooks, or showing up to find 'No Parking' signs. Google Maps shows blue water but not how to access it. Critical information is missing: Is there actually parking? Are there stairs or a muddy bank? How far is the carry? Is the water level safe right now? Is this a take-out with shuttle service available? Paddlers waste hours driving to unusable spots or launching into conditions they didn't expect.","A directory of kayak and canoe launch points with verified access information, current conditions, and paddler reviews. Each launch shows parking situation (free, paid, permits required), carry distance and difficulty, launch surface (beach, dock, muddy bank), water type (flatwater, current, tidal), and typical paddle routes from that launch. User reports update current conditions: water levels, hazards, crowding, and parking availability. Filter by paddle type (kayak, canoe, SUP), skill level required, accessibility needs, and whether shuttles are available. The platform maps popular routes showing put-in/take-out combinations with distances and difficulty. Integrations pull water level data from USGS gauges and weather conditions for informed planning.","Recreational kayakers; canoeists; stand-up paddleboarders; whitewater paddlers checking access; families seeking calm water; paddlers exploring new areas","Freemium + Premium","Free basic access / $4.99/mo premium (route planning, conditions alerts, offline maps) / $34.99/year","75","80","80","80","315","Web/Mobile","$1B","kayak launch near me | where to put in canoe | kayak access parking | paddling conditions today | paddle trail map","Launch point database, access information, user condition reports, route mapping, filtering by paddle type","Premium subscriptions, paddle gear affiliates, outfitter partnerships, tourism board partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-165","Climbing Gym Finder","Find climbing gyms by style and community - bouldering, lead, auto-belay, and vibe","Lifestyle","Fitness","The climbing gym industry has exploded to 600+ facilities in the US, but discovery remains basic location search. Climbing gyms vary enormously: some focus on bouldering, others on roped climbing; some cater to competitive climbers while others welcome beginners; some have thriving communities while others feel like generic fitness centers. A boulderer seeking powerful problems wastes time at gyms focused on slab and technique. A parent wanting to introduce kids to climbing needs gyms with auto-belays and youth programs, not just adult facilities. New climbers feel intimidated at competition-focused gyms when they need supportive beginner communities. With day passes averaging $20-30, the wrong gym choice is an expensive disappointment.","A climbing gym directory with detailed profiles showing climbing style focus, route-setting quality and frequency, community vibe, and climber reviews. Filter by climbing type (bouldering, lead, top-rope, auto-belay), target audience (beginner-friendly, competitive, family, fitness-focused), amenities (weights, yoga, fitness classes), and community offerings (meetups, clubs, youth programs). Reviews from climbers focus on route-setting creativity, hold cleanliness, crowding patterns, and community welcomingness. Each listing shows typical climber demographics, peak hours to avoid, and whether the gym supports outdoor climbing development. Special tags highlight gyms with exceptional features: kilter boards, moon boards, spray walls, outdoor walls, or crack systems. First-timer guides help new climbers find the most welcoming entry points.","Climbers seeking new gyms; new climbers finding entry points; climbers relocating; families with climbing kids; fitness enthusiasts considering climbing; traveling climbers","Freemium + Gym Listings","Free to search / $49/mo gym profiles / $99/mo premium with class booking integration","75","85","80","80","320","Web/Mobile","$1B","climbing gym near me | best bouldering gym | beginner friendly climbing gym | climbing gym with auto belay | climbing gym community","Gym profiles, climbing type filtering, climber reviews, amenity search, community vibe ratings","Gym subscriptions, day pass booking commissions, climbing gear affiliates, event promotion","Phase 1","RECOMMENDED","2026-02-15"
"DIR-166","House Cleaner Reviews","Find house cleaners with real cleanliness standards - reviews that actually describe cleaning quality","Local Services","Home Services","Finding a reliable house cleaner is one of the most frustrating home service searches. The $60 billion residential cleaning market is fragmented across solo cleaners, small companies, and franchises with wildly varying quality. Reviews on Yelp and Google focus on punctuality and pricing but rarely address actual cleaning thoroughness - the thing that matters most. Homeowners cycle through cleaners every 6-12 months because 'deep clean' means something different to everyone. No standardized quality criteria exist. Thumbtack and similar platforms treat cleaning as a commodity, providing no filtering for specific needs: pet owners, allergy sufferers, people with small children, or those with valuable/delicate items. The result: endless trial and error with strangers in your most private space.","A house cleaner directory with structured reviews that address specific cleaning quality metrics: bathroom thoroughness, kitchen deep-cleaning, attention to detail (baseboards, light fixtures, behind furniture), and consistency across visits. Homeowners leave reviews using a standardized rubric, making cleaning quality comparable across providers. Filter by specialties: pet households, allergy-conscious cleaning, green products only, experience with high-end finishes, and availability for deep cleans vs regular maintenance. Each profile shows cleaning style (thorough but slow vs efficient), communication quality, flexibility with scheduling, and trustworthiness indicators. Photo reviews let homeowners show actual before/after examples. A unique 'standards alignment' feature helps match cleaners with homeowners who share similar definitions of 'clean.'","Homeowners seeking regular cleaning; busy professionals; families with young children; pet owners; allergy and asthma sufferers; homeowners with high-end finishes or valuables","Marketplace Commission","Free to search / 12% booking commission / $39/mo cleaner premium profiles","80","85","90","85","340","Web/Mobile","$60B","house cleaner who actually cleans well | cleaning service thorough reviews | find reliable house cleaner | cleaner for pet household | deep clean service reviews","Cleaner profiles, structured quality reviews, specialty filtering, booking system, photo reviews","Booking commissions, cleaner subscriptions, cleaning product affiliates, home service bundles","Phase 1","RECOMMENDED","2026-02-15"
"DIR-167","Handyman Finder","Find handymen for small jobs - the stuff contractors won't bother with","Local Services","Home Services","Homeowners with small jobs face a frustrating gap: tasks too complex for DIY but too small for contractors to care about. Hanging a heavy mirror, fixing a running toilet, installing a ceiling fan, patching drywall - these $50-300 jobs are rejected by contractors chasing bigger projects or quoted at inflated rates. The few handymen who do small work are invisible online, with no dedicated discovery platforms. TaskRabbit has limited coverage and inconsistent quality. Angi and HomeAdvisor lump handymen with contractors, and most listed 'handymen' won't return calls for small jobs. Homeowners accumulate lists of minor repairs that never get done because finding someone reliable for small work is harder than finding someone for major renovations.","A dedicated handyman directory for small residential jobs, with providers who want small tasks and homeowners who have them. Filter by job type (mounting, plumbing fixes, minor electrical, assembly, repairs), pricing structure (hourly vs per-job), minimum charges, and tool capabilities. Reviews focus on small job execution: showed up on time, did the job right, charged fairly, cleaned up. Each profile shows typical job types handled, minimum job size accepted, response time for inquiries, and licensed/insured status. The platform helps bundle multiple small jobs for single visits, making trips worthwhile for handymen. A unique 'small job friendly' verification confirms providers who genuinely want modest work rather than using it as upselling opportunities.","Homeowners with accumulated small repairs; seniors needing help with tasks; renters wanting improvements; new homeowners unfamiliar with maintenance; anyone with to-do lists of minor fixes","Marketplace Commission","Free to search / 10% job commission / $29/mo handyman premium profiles","75","85","90","85","335","Web/Mobile","$5B","handyman for small jobs | someone to hang TV | handyman no minimum | reliable handyman near me | odd jobs around house","Handyman profiles, job type filtering, small job verification, reviews, booking system, job bundling option","Job commissions, handyman subscriptions, hardware store partnerships, home warranty affiliates","Phase 1","RECOMMENDED","2026-02-15"
"DIR-168","Pool Service Directory","Find pool service with real reviews on chemistry, reliability, and equipment care","Local Services","Home Services","The 10.7 million residential pools in America create a $5 billion service market dominated by frustration. Pool chemistry is complex, and bad service leads to green water, damaged equipment, and expensive repairs. Finding reliable pool service is notoriously difficult: companies over-promise on chemical management, skip visits without notice, miss equipment problems until they become expensive failures, and communicate poorly. Reviews on general platforms lack specificity about pool care quality. Pool owners can't tell which services understand variable speed pumps, salt systems, or their specific pool type. The pool service industry has high turnover and inconsistent training, leaving homeowners cycling through services every 1-2 years seeking someone who actually maintains their pool correctly.","A pool service directory with detailed reviews focused on what pool owners care about: water chemistry consistency, visit reliability, equipment monitoring, communication quality, and honest pricing. Filter by service type (full service, chemical only, repairs, opening/closing), pool type expertise (chlorine, salt, ozone, UV), and equipment familiarity (major pump brands, heaters, automation systems). Reviews follow a structured format addressing chemistry management (clear water, balanced levels), reliability (showed up as scheduled), equipment care (caught problems early), and communication (responsive, explained issues). Each provider profile shows certifications, years of experience, typical response time, and whether they service your specific pool equipment. A monthly photo log feature lets services document visits, building accountability.","Pool owners seeking service; new pool owners unfamiliar with maintenance; pool owners frustrated with current service; vacation home owners needing reliable remote care; pool owners with complex equipment","Freemium + Service Subscriptions","Free to search / $59/mo service provider profiles / $99/mo premium with scheduling tools","75","80","75","80","310","Web/Mobile","$5B","reliable pool service near me | pool service reviews | pool company actually shows up | salt pool service | pool service for equipment maintenance","Service provider profiles, structured reviews, pool type filtering, equipment expertise tags, reliability tracking","Provider subscriptions, lead fees, pool supply affiliates, pool equipment partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-169","Landscaper Directory","Find landscapers by what you actually need - mow and blow vs design vs specialty care","Local Services","Home Services","The $130 billion landscaping industry suffers from massive category confusion. 'Landscaper' means everything from the teenager with a mower to licensed landscape architects designing outdoor living spaces. Homeowners seeking specific services struggle to filter: someone wanting lawn maintenance gets quotes from designers; someone wanting a patio installation hires a lawn care company that subcontracts poorly. Reviews don't distinguish service types. Specialty needs (xeriscaping, native plants, irrigation expertise, tree care) are invisible. Price ranges span $30/month lawn mowing to $100,000 outdoor renovations, yet platforms lump them together. The result: mismatched expectations, wasted quotes, and homeowners settling for whoever shows up rather than finding the right expertise.","A landscaper directory with clear service type categorization and reviews specific to each landscaping discipline. Categories include: lawn maintenance (mow, edge, blow), landscape design (plans, installations), hardscape (patios, walls, walkways), irrigation (installation, repair, smart systems), tree and shrub care, specialty gardens (native, xeric, Japanese, edible), and seasonal services (snow, fall cleanup). Filter by service type, project size, design style, and specialty expertise. Reviews are tied to specific service types - a company's lawn care reviews are separate from their hardscape reviews. Each profile shows licenses, insurance, typical project ranges, and design portfolios where applicable. Homeowners can request quotes from properly categorized providers, eliminating the mismatch problem.","Homeowners seeking lawn care; homeowners planning landscape projects; new homeowners establishing outdoor spaces; property managers; HOA-managed communities","Freemium + Lead Gen","Free to search / $69/mo landscaper profiles / Lead fees for project quotes","75","80","85","80","320","Web/Mobile","$130B","landscaper for lawn mowing only | landscape designer near me | irrigation specialist | native plant landscaper | reliable lawn service reviews","Service type categorization, landscaper profiles, service-specific reviews, project galleries, specialty filtering","Landscaper subscriptions, project lead fees, landscape supply affiliates, equipment partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-170","Electrician Finder","Find electricians by specialty - panel upgrades, EV chargers, smart home, and more","Local Services","Skilled Trades","Electrical work requires licensed professionals, but not all electricians have the same expertise. The $200 billion electrical contracting market serves vastly different needs: a homeowner wanting an EV charger requires different expertise than one needing knob-and-tube rewiring. Most platforms don't distinguish specialties. An electrician skilled in commercial work may botch residential panels. Someone experienced with new construction may struggle with old-home retrofits. Smart home integration, solar, and backup generators require specialized knowledge many electricians lack. Homeowners can't filter for these specialties and often discover mismatches only when the job goes wrong. License verification exists but expertise verification doesn't - a licensed electrician isn't necessarily skilled in YOUR specific need.","An electrician directory with specialty filtering and verified expertise beyond basic licensing. Filter by work type: residential service, panel upgrades, EV charger installation, smart home/low voltage, whole home generators, solar integration, old-home rewiring, and commercial. Reviews are categorized by job type so homeowners see relevant experience. Each profile shows manufacturer certifications (Tesla Powerwall, Generac, Lutron), experience with specific work types, typical project galleries, and response time for service calls. The platform verifies licensing and insurance while also tracking specialty certifications and training. Emergency availability is prominently displayed for urgent electrical issues. Pricing transparency shows typical ranges for common jobs, helping homeowners evaluate quotes.","Homeowners needing electrical work; EV owners installing chargers; smart home enthusiasts; solar adopters; old home owners with outdated wiring; new construction owners needing rough-in","Freemium + Lead Gen","Free to search / $99/mo electrician profiles / Lead fees for project quotes","75","80","85","80","320","Web/Mobile","$200B","electrician for EV charger | electrician who knows old houses | panel upgrade electrician | smart home electrician | emergency electrician near me","Electrician profiles, specialty tags, job-specific reviews, license verification, certification display, emergency availability","Electrician subscriptions, project lead fees, electrical supply partnerships, manufacturer referral programs","Phase 1","RECOMMENDED","2026-02-15"
"DIR-171","Roofer Reviews","Find roofers with verified work photos and material expertise - before the storm hits","Local Services","Skilled Trades","Roofing is one of the highest-stakes home purchases, with average costs of $8,000-$15,000 and consequences of poor work including destroyed interiors and structural damage. The $60 billion roofing industry is notoriously plagued with storm chasers, fly-by-night operations, and quality variations that only show up years later. Homeowners can't evaluate quality until leaks appear. Material expertise varies - a roofer skilled with asphalt shingles may improperly install metal or tile. Insurance claim experience matters for storm damage but isn't visible. Online reviews focus on price and timeliness but can't assess installation quality that determines 20-30 year performance. By the time problems emerge, the roofer is often out of business.","A roofer directory with verified project photos, material expertise, and warranty claim history where available. Unlike generic review platforms, this requires before/during/after project photos showing actual work quality. Filter by material specialty (asphalt, metal, tile, flat/TPO, slate), project type (replacement, repair, new construction), storm damage experience, and insurance claim expertise. Reviews include years since completion - a 5-star review from someone whose 3-year-old roof is holding up beats a review from last week. The platform tracks business longevity and warranty fulfillment. Manufacturer certifications are verified. A unique 'warranty health check' shows roofers' track record honoring warranties. Emergency repair availability helps homeowners with active leaks find responsive help.","Homeowners needing roof replacement; storm damage victims; homeowners with specific material preferences; real estate investors; property managers","Freemium + Lead Gen","Free to search / $149/mo roofer profiles / Lead fees for project quotes","80","75","80","80","315","Web","$60B","roofer reviews with photos | metal roof installer | roofing company insurance claims | roofer warranty reviews | reliable roofer near me","Roofer profiles, project galleries with verification, material specialty filtering, warranty tracking, longevity display","Roofer subscriptions, project lead fees, roofing material affiliates, insurance partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-172","Welder Directory","Find welders for custom fabrication, repairs, and artistic metalwork - by specialty and capability","Local Services","Skilled Trades","Welding expertise varies dramatically, but no consumer directory helps people find welders for specific needs. The $20 billion welding services market includes specialists in structural steel, automotive repair, aluminum boats, custom furniture, artistic metalwork, and repair of everything from trailers to farm equipment. A welder skilled in MIG on mild steel may lack TIG skills for aluminum or stainless. Someone doing production welding may lack the artistic ability for custom furniture. Certifications like AWS exist but aren't easily searchable. Homeowners and small businesses needing welding services resort to random Google searches, getting quotes from whoever appears - often with disastrous mismatches between need and capability.","A welder and fabrication shop directory searchable by material expertise (steel, stainless, aluminum, cast iron), process capabilities (MIG, TIG, stick, oxy-acetylene), and project types (structural, automotive, marine, artistic, repair). Each profile shows certifications, equipment capabilities, typical project examples, and customer reviews. Filter by residential vs commercial focus, mobile/field welding availability, and minimum job acceptance. Project galleries showcase actual work by category. Reviews address weld quality, design input for custom projects, pricing fairness, and communication. The platform helps match unusual requests (antique tractor repair, custom furniture, boat aluminum) with welders who have relevant experience rather than those who'll attempt anything.","Homeowners needing repairs or custom metalwork; artists commissioning metal pieces; car and motorcycle enthusiasts; boat owners; farmers and rural property owners; small businesses needing fabrication","Freemium + Lead Gen","Free to search / $59/mo welder profiles / Lead fees for project quotes","70","80","65","75","290","Web/Mobile","$20B","welder for aluminum | custom metal fabrication | mobile welding service | artistic metal worker | trailer repair welder near me","Welder profiles, material and process filtering, project galleries, certification display, mobile service tags","Welder subscriptions, project lead fees, welding supply affiliates, equipment partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-173","Auto Mechanic Finder","Find honest mechanics by vehicle specialty - reviews from people who drive what you drive","Local Services","Skilled Trades","Finding an honest, competent mechanic is every car owner's struggle. The $80 billion auto repair industry has trust problems: 63% of Americans don't trust mechanics, yet they must choose from thousands of options with no reliable filtering. Generic repair shops claim to work on everything but often lack expertise with specific makes - a shop great with Hondas may struggle with BMWs. Specialty experience matters: diesel engines, hybrids/EVs, European vehicles, and classics require different knowledge. Dealerships charge 2-3x independent rates. Existing reviews don't segment by vehicle type, so a Toyota owner sees reviews from people with completely different cars. The result: endless shops tried, money wasted on unnecessary repairs, and the constant fear of being ripped off.","A mechanic directory where reviews are organized by vehicle make and type, letting car owners find shops with verified experience on their specific vehicle. Filter by specialty: make expertise (Toyota, BMW, Ford, etc.), vehicle type (hybrid/EV, diesel, classic, performance), and service type (maintenance, engine, transmission, electrical). Reviews show the reviewer's vehicle, making recommendations relevant. Each shop profile displays makes commonly serviced, specialty equipment (dealer-level scanners, EV certification), and pricing transparency (shop rate, diagnostic fees). An 'honest shop' verification tracks review patterns for signs of upselling. The platform helps match specialty needs - a 1970 Mustang owner finds shops that actually know classic cars rather than general shops that will experiment on their vehicle.","Car owners seeking trustworthy mechanics; owners of specific makes seeking specialists; hybrid and EV owners; classic car enthusiasts; diesel truck owners; people moving seeking new mechanics","Freemium + Shop Listings","Free to search / $79/mo shop profiles / $149/mo premium with booking","80","80","90","85","335","Web/Mobile","$80B","honest mechanic near me | BMW specialist independent | mechanic for hybrid cars | classic car mechanic | diesel mechanic reviews","Shop profiles, vehicle make filtering, make-specific reviews, specialty tags, pricing transparency","Shop subscriptions, appointment booking fees, auto parts affiliates, warranty partnerships","Phase 1","RECOMMENDED","2026-02-15"
"DIR-174","Upholstery Directory","Find furniture upholsterers and restoration specialists - reviews with before and after photos","Local Services","Skilled Trades","Quality upholsterers are a dying breed, and finding them is nearly impossible. The $5 billion furniture upholstery market is dominated by older craftspeople with minimal online presence. Homeowners with quality furniture worth reupholstering can't distinguish skilled craftspeople from hacks who'll damage heirloom pieces. Specialty skills vary: someone great with modern furniture may botch a Victorian piece; an auto upholsterer may lack home furniture experience. Most shops don't post work online, so homeowners drive pieces around getting quotes with no way to evaluate quality. Meanwhile, perfectly good furniture goes to landfills because people can't find quality restoration. As older upholsterers retire without successors, this skill is disappearing from communities.","A directory of upholsterers and furniture restoration specialists with verified work photos showing craftsmanship quality. Filter by furniture type (residential, antique, modern, outdoor, marine, auto), specialty techniques (tufting, channeling, leather work), and project type (reupholstery, repair, restoration, custom build). Each profile showcases before/after project galleries demonstrating actual skill level. Reviews address craftsmanship quality, fabric guidance, timeline reliability, and pricing fairness. The platform helps match specific needs - a mid-century piece to a specialist who knows period-correct techniques, a boat to a marine upholsterer, a classic car to an automotive interior specialist. Material sourcing guidance helps customers find appropriate fabrics, and price ranges help set expectations for this often-misunderstood craft.","Owners of quality furniture worth reupholstering; antique collectors; interior designers; boat owners; classic car restorers; commercial furniture managers","Freemium + Professional Listings","Free to search / $49/mo upholsterer profiles / Lead fees for project quotes","70","80","60","75","285","Web","$5B","upholsterer near me | furniture reupholstery cost | antique furniture restoration | boat cushion upholstery | upholstery quality reviews","Upholsterer profiles, project galleries, specialty filtering, reviews with photos, fabric guidance resources","Upholsterer subscriptions, project lead fees, fabric supplier partnerships, furniture care affiliates","Phase 1","RECOMMENDED","2026-02-15"
"DIR-175","Yarn Shop Directory","Find yarn shops with the fibers, classes, and community that knitters and crocheters crave","Niche","Specialty Retail","The 38 million knitters and crocheters in America sustain a $2.8 billion yarn and needlework market, yet finding quality local yarn shops (LYS) is frustratingly difficult. Chain craft stores dominate Google results but lack quality fibers, helpful staff, and maker community. Independent yarn shops - the backbone of fiber arts culture - are invisible online. Crafters traveling to new cities can't find LYS worth visiting. Those seeking specific fibers (hand-dyed, local, organic, specific weights) have no filtering. Knitters and crocheters often learn of shops only through word-of-mouth in Ravelry groups or Instagram. A vibrant shop with excellent classes may be three miles away, unknown, while the crafter settles for big-box mediocrity.","A yarn shop directory for knitters, crocheters, weavers, and fiber artists featuring independent local shops with detailed profiles. Filter by fiber offerings (natural, hand-dyed, organic, vegan), yarn weights typically stocked, specialty focuses (knitting, crochet, weaving, spinning), and class offerings. Reviews from fiber artists address staff helpfulness, fiber quality, class instruction, and community atmosphere. Each listing shows class schedules, open knitting/crochet hours, and trunk shows or special events. The platform helps shops share their unique character - the German shop owner who taught knitting to royalty, the dyer who sources from local farms, the shop dog who greets customers. A 'fiber road trip' feature helps traveling crafters find shops along their route.","Knitters and crocheters seeking quality yarn; fiber artists looking for local community; traveling crafters; new knitters seeking supportive instruction; weavers and spinners seeking specialty fibers","Freemium + Shop Listings","Free to search / $29/mo shop profiles / $59/mo premium with event promotion","70","85","70","80","305","Web/Mobile","$2.8B","yarn shop near me | local yarn store LYS | yarn shop with classes | independent yarn shop | hand dyed yarn local","Shop profiles, fiber type filtering, class listings, crafter reviews, event calendars, travel route planning","Shop subscriptions, event promotion fees, yarn brand partnerships, class booking commissions","Phase 1","RECOMMENDED","2026-02-15"
